# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 22 06:52:23 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
2110,Kepler-1557,b,1,3.74032496,0.00002165,-0.00002165,0,,,,,,,,,,,,,,,,,,1.11,0.14,-0.10,0
2111,Kepler-1558,b,1,3.50470358,0.00001612,-0.00001612,0,,,,,,,,,,,,,,,,,,0.83,0.04,-0.04,0
2112,Kepler-1559,b,1,0.97191543,0.00000379,-0.00000379,0,,,,,,,,,,,,,,,,,,0.86,0.04,-0.05,0
2113,Kepler-156,b,2,4.97345600,0.00000800,-0.00000800,0,0.054000,,,0,,,,,,,,,,,,,,,,,
2114,Kepler-156,c,2,15.90680100,0.00004500,-0.00004500,0,0.117000,,,0,,,,,,,,,,,,,,,,,
2115,Kepler-1560,b,1,3.03195744,0.00001306,-0.00001306,0,,,,,,,,,,,,,,,,,,1.02,0.06,-0.06,0
2116,Kepler-1561,b,1,1.00520701,0.00000510,-0.00000510,0,,,,,,,,,,,,,,,,,,1.07,0.12,-0.09,0
2117,Kepler-1562,b,1,64.27377520,0.00071410,-0.00071410,0,,,,,,,,,,,,,,,,,,1.02,0.06,-0.05,0
2118,Kepler-1563,b,1,3.43276598,0.00002976,-0.00002976,0,,,,,,,,,,,,,,,,,,1.00,0.05,-0.05,0
2119,Kepler-1564,b,1,18.05403810,0.00019190,-0.00019190,0,,,,,,,,,,,,,,,,,,0.93,0.04,-0.05,0
2120,Kepler-1565,b,1,1.53818844,0.00000686,-0.00000686,0,,,,,,,,,,,,,,,,,,0.76,0.04,-0.06,0
2121,Kepler-1566,b,1,0.53991524,0.00000135,-0.00000135,0,,,,,,,,,,,,,,,,,,0.84,0.04,-0.05,0
2122,Kepler-1567,b,1,153.97957800,0.00178500,-0.00178500,0,,,,,,,,,,,,,,,,,,0.95,0.06,-0.06,0
2123,Kepler-1568,b,1,20.92539200,0.00025210,-0.00025210,0,,,,,,,,,,,,,,,,,,1.09,0.04,-0.04,0
2124,Kepler-1569,b,1,5.79180156,0.00003622,-0.00003622,0,,,,,,,,,,,,,,,,,,1.25,0.21,-0.13,0
2125,Kepler-157,b,3,1.73234200,0.00000600,-0.00000600,0,0.028000,,,0,,,,,,,,,,,,,,,,,
2126,Kepler-157,c,3,13.54050000,0.00004900,-0.00004900,0,0.110000,,,0,,,,,,,,,,,,,,,,,
2127,Kepler-157,d,3,7.02573474,0.00002388,-0.00002388,0,,,,,,,,,,,,,,,,,,,,,
2128,Kepler-1570,b,1,26.54895500,0.00030470,-0.00030470,0,,,,,,,,,,,,,,,,,,0.92,0.09,-0.07,0
2129,Kepler-1571,b,1,3.38555488,0.00001595,-0.00001595,0,,,,,,,,,,,,,,,,,,1.23,0.25,-0.16,0
2130,Kepler-1572,b,1,5.49548621,0.00002920,-0.00002920,0,,,,,,,,,,,,,,,,,,0.97,0.04,-0.04,0
2131,Kepler-1573,b,1,2.61575540,0.00001498,-0.00001498,0,,,,,,,,,,,,,,,,,,1.01,0.05,-0.05,0
2132,Kepler-1574,b,1,6.94243340,0.00006006,-0.00006006,0,,,,,,,,,,,,,,,,,,1.06,0.06,-0.06,0
2133,Kepler-1575,b,1,2.55314213,0.00001304,-0.00001304,0,,,,,,,,,,,,,,,,,,0.95,0.06,-0.06,0
2134,Kepler-1576,b,1,6.98471973,0.00005940,-0.00005940,0,,,,,,,,,,,,,,,,,,1.05,0.07,-0.07,0
2135,Kepler-1577,b,1,6.30560247,0.00003666,-0.00003666,0,,,,,,,,,,,,,,,,,,0.78,0.04,-0.04,0
2136,Kepler-1578,b,1,1.45088691,0.00000695,-0.00000695,0,,,,,,,,,,,,,,,,,,0.90,0.05,-0.07,0
2137,Kepler-1579,b,1,0.84990789,0.00000293,-0.00000293,0,,,,,,,,,,,,,,,,,,0.75,0.03,-0.04,0
2138,Kepler-158,b,2,16.70918400,0.00006400,-0.00006400,0,0.111000,,,0,,,,,,,,,,,,,,,,,
2139,Kepler-158,c,2,28.55138300,0.00014000,-0.00014000,0,0.158000,,,0,,,,,,,,,,,,,,,,,
2140,Kepler-1580,b,1,56.64492790,0.00085250,-0.00085250,0,,,,,,,,,,,,,,,,,,1.47,0.11,-0.11,0
2141,Kepler-1581,b,1,6.28385491,0.00004246,-0.00004246,0,,,,,,,,,,,,,,,,,,1.12,0.06,-0.04,0
2142,Kepler-1582,b,1,4.83817712,0.00008840,-0.00008840,0,,,,,,,,,,,,,,,,,,0.28,0.03,-0.03,0
2143,Kepler-1583,b,1,9.32807355,0.00008851,-0.00008851,0,,,,,,,,,,,,,,,,,,0.94,0.05,-0.06,0
2144,Kepler-1584,b,1,13.39970990,0.00015700,-0.00015700,0,,,,,,,,,,,,,,,,,,1.10,0.09,-0.07,0
2145,Kepler-1585,b,1,3.58274630,0.00001739,-0.00001739,0,,,,,,,,,,,,,,,,,,0.94,0.05,-0.05,0
2146,Kepler-1586,b,1,15.60492120,0.00013650,-0.00013650,0,,,,,,,,,,,,,,,,,,1.45,0.23,-0.19,0
2147,Kepler-1587,b,1,9.40604670,0.00013760,-0.00013760,0,,,,,,,,,,,,,,,,,,1.08,0.06,-0.04,0
2148,Kepler-1588,b,1,7.84931739,0.00009456,-0.00009456,0,,,,,,,,,,,,,,,,,,0.96,0.04,-0.05,0
2149,Kepler-1589,b,1,0.99166527,0.00000784,-0.00000784,0,,,,,,,,,,,,,,,,,,1.18,0.17,-0.11,0
2150,Kepler-159,b,2,10.13962300,0.00002200,-0.00002200,0,0.082000,,,0,,,,,,,,,,,,,,,,,
2151,Kepler-159,c,2,43.59579200,0.00012500,-0.00012500,0,0.218000,,,0,,,,,,,,,,,,,,,,,
2152,Kepler-1590,b,1,7.61760804,0.00004334,-0.00004334,0,,,,,,,,,,,,,,,,,,1.11,0.10,-0.07,0
2153,Kepler-1591,b,1,8.18504949,0.00007831,-0.00007831,0,,,,,,,,,,,,,,,,,,1.10,0.13,-0.10,0
2154,Kepler-1592,b,1,3.05710069,0.00002334,-0.00002334,0,,,,,,,,,,,,,,,,,,1.18,0.20,-0.12,0
2155,Kepler-1593,b,1,174.50983500,0.00185200,-0.00185200,0,,,,,,,,,,,,,,,,,,0.81,0.06,-0.05,0
2156,Kepler-1594,b,1,2.71603809,0.00001355,-0.00001355,0,,,,,,,,,,,,,,,,,,1.06,0.07,-0.07,0
2157,Kepler-1595,b,1,4.56380468,0.00003240,-0.00003240,0,,,,,,,,,,,,,,,,,,0.84,0.04,-0.04,0
2158,Kepler-1596,b,1,66.37337900,0.00147600,-0.00147600,0,,,,,,,,,,,,,,,,,,0.95,0.05,-0.07,0
2159,Kepler-1597,b,1,2.94654179,0.00003471,-0.00003471,0,,,,,,,,,,,,,,,,,,1.25,0.20,-0.11,0
2160,Kepler-1598,b,1,4.34195123,0.00002827,-0.00002827,0,,,,,,,,,,,,,,,,,,1.07,0.07,-0.06,0
2161,Kepler-1599,b,1,122.36355300,0.00896800,-0.00896800,0,,,,,,,,,,,,,,,,,,0.99,0.06,-0.05,0
2162,Kepler-16,b,1,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,0.006900,0.001000,-0.001500,0,90.032,0.002,-0.002,0,0.33300,0.01600,-0.01600,0,Mass,0.69,0.00,0.00,0
2163,Kepler-160,b,2,4.30942700,0.00001700,-0.00001700,0,0.050000,,,0,,,,,,,,,,,,,,,,,
2164,Kepler-160,c,2,13.69908700,0.00003100,-0.00003100,0,0.109000,,,0,,,,,,,,,,,,,,,,,
2165,Kepler-1600,b,1,386.37054800,0.00859100,-0.00859100,0,,,,,,,,,,,,,,,,,,0.86,0.04,-0.04,0
2166,Kepler-1601,b,1,2.20921951,0.00001510,-0.00001510,0,,,,,,,,,,,,,,,,,,1.04,0.07,-0.06,0
2167,Kepler-1602,b,1,11.17931605,0.00007504,-0.00007504,0,,,,,,,,,,,,,,,,,,1.22,0.20,-0.11,0
2168,Kepler-1603,b,1,2.27163926,0.00002336,-0.00002336,0,,,,,,,,,,,,,,,,,,1.21,0.15,-0.10,0
2169,Kepler-1604,b,1,0.68368426,0.00000063,-0.00000063,0,,,,,,,,,,,,,,,,,,0.81,0.03,-0.04,0
2170,Kepler-1605,b,1,85.75654950,0.00061610,-0.00061610,0,,,,,,,,,,,,,,,,,,0.86,0.04,-0.04,0
2171,Kepler-1606,b,1,196.43522400,0.00393500,-0.00393500,0,,,,,,,,,,,,,,,,,,0.90,0.04,-0.04,0
2172,Kepler-1607,b,1,13.64736760,0.00021020,-0.00021020,0,,,,,,,,,,,,,,,,,,1.14,0.14,-0.10,0
2173,Kepler-1608,b,1,16.47356860,0.00016980,-0.00016980,0,,,,,,,,,,,,,,,,,,0.75,0.05,-0.07,0
2174,Kepler-1609,b,1,114.34219000,0.00409700,-0.00409700,0,,,,,,,,,,,,,,,,,,1.18,0.16,-0.09,0
2175,Kepler-161,b,2,4.92135500,0.00000600,-0.00000600,0,0.054000,,,0,,,,,,,,,,,,,,,,,
2176,Kepler-161,c,2,7.06424000,0.00001100,-0.00001100,0,0.068000,,,0,,,,,,,,,,,,,,,,,
2177,Kepler-1610,b,1,8.70181574,0.00008315,-0.00008315,0,,,,,,,,,,,,,,,,,,0.91,0.04,-0.04,0
2178,Kepler-1611,b,1,5.17624290,0.00005826,-0.00005826,0,,,,,,,,,,,,,,,,,,0.94,0.04,-0.05,0
2179,Kepler-1612,b,1,3.91795101,0.00002727,-0.00002727,0,,,,,,,,,,,,,,,,,,0.96,0.05,-0.05,0
2180,Kepler-1613,b,1,1.51842990,0.00019910,-0.00019910,0,,,,,,,,,,,,,,,,,,1.08,0.08,-0.07,0
2181,Kepler-1614,b,1,3.94661410,0.00003022,-0.00003022,0,,,,,,,,,,,,,,,,,,0.79,0.05,-0.06,0
2182,Kepler-1615,b,1,47.31261920,0.00085930,-0.00085930,0,,,,,,,,,,,,,,,,,,1.04,0.06,-0.06,0
2183,Kepler-1616,b,1,6.76284377,0.00006948,-0.00006948,0,,,,,,,,,,,,,,,,,,1.21,0.19,-0.10,0
2184,Kepler-1617,b,1,27.47855720,0.00050780,-0.00050780,0,,,,,,,,,,,,,,,,,,1.15,0.13,-0.08,0
2185,Kepler-1618,b,1,6.10826019,0.00008991,-0.00008991,0,,,,,,,,,,,,,,,,,,1.41,0.22,-0.15,0
2186,Kepler-1619,b,1,23.62259130,0.00054200,-0.00054200,0,,,,,,,,,,,,,,,,,,1.00,0.06,-0.07,0
2187,Kepler-162,b,2,6.91979800,0.00005200,-0.00005200,0,0.069000,,,0,,,,,,,,,,,,,,,,,
2188,Kepler-162,c,2,19.44635500,0.00004500,-0.00004500,0,0.137000,,,0,,,,,,,,,,,,,,,,,
2189,Kepler-1620,b,1,101.95182900,0.00157200,-0.00157200,0,,,,,,,,,,,,,,,,,,1.15,0.16,-0.10,0
2190,Kepler-1621,b,1,92.26371400,0.00238500,-0.00238500,0,,,,,,,,,,,,,,,,,,1.15,0.20,-0.11,0
2191,Kepler-1622,b,1,10.81187370,0.00010090,-0.00010090,0,,,,,,,,,,,,,,,,,,1.31,0.22,-0.13,0
2192,Kepler-1623,b,1,4.36128348,0.00002698,-0.00002698,0,,,,,,,,,,,,,,,,,,1.00,0.07,-0.07,0
2193,Kepler-1624,b,1,3.29030452,0.00000456,-0.00000456,0,,,,,,,,,,,,,,,,,,0.50,0.03,-0.04,0
2194,Kepler-1625,b,1,287.37894900,0.00298300,-0.00298300,0,,,,,,,,,,,,,,,,,,0.96,0.06,-0.06,0
2195,Kepler-1626,b,1,4.13962966,0.00002851,-0.00002851,0,,,,,,,,,,,,,,,,,,1.51,0.21,-0.20,0
2196,Kepler-1627,b,1,7.20283653,0.00008773,-0.00008773,0,,,,,,,,,,,,,,,,,,0.87,0.05,-0.06,0
2197,Kepler-1628,b,1,76.37803300,0.00183300,-0.00183300,0,,,,,,,,,,,,,,,,,,0.55,0.04,-0.03,0
2198,Kepler-1629,b,1,3.87595807,0.00002379,-0.00002379,0,,,,,,,,,,,,,,,,,,1.01,0.05,-0.05,0
2199,Kepler-163,b,2,7.81093700,0.00010700,-0.00010700,0,0.078000,,,0,,,,,,,,,,,,,,,,,
2200,Kepler-163,c,2,21.34726200,0.00008100,-0.00008100,0,0.152000,,,0,,,,,,,,,,,,,,,,,
2201,Kepler-1630,b,1,509.99740200,0.00325600,-0.00325600,0,,,,,,,,,,,,,,,,,,0.66,0.05,-0.03,0
2202,Kepler-1631,b,1,4.09513932,0.00003048,-0.00003048,0,,,,,,,,,,,,,,,,,,0.97,0.05,-0.06,0
2203,Kepler-1632,b,1,448.30355800,0.00416400,-0.00416400,0,,,,,,,,,,,,,,,,,,1.12,0.14,-0.10,0
2204,Kepler-1633,b,1,186.40427100,0.00588600,-0.00588600,0,,,,,,,,,,,,,,,,,,1.20,0.17,-0.09,0
2205,Kepler-1634,b,1,374.87623900,0.00710700,-0.00710700,0,,,,,,,,,,,,,,,,,,0.92,0.05,-0.05,0
2206,Kepler-1635,b,1,469.63111000,0.01246000,-0.01246000,0,,,,,,,,,,,,,,,,,,0.89,0.04,-0.04,0
2207,Kepler-1636,b,1,425.47785000,0.01122000,-0.01122000,0,,,,,,,,,,,,,,,,,,1.01,0.08,-0.06,0
2208,Kepler-1637,b,1,6.10960324,0.00006485,-0.00006485,0,,,,,,,,,,,,,,,,,,1.02,0.06,-0.05,0
2209,Kepler-1638,b,1,259.33683000,0.01303000,-0.01303000,0,,,,,,,,,,,,,,,,,,0.97,0.05,-0.06,0
2210,Kepler-1639,b,1,9.87848200,0.00217100,-0.00217100,0,,,,,,,,,,,,,,,,,,1.12,0.11,-0.08,0
2211,Kepler-164,b,3,5.03503000,0.00002700,-0.00002700,0,0.058000,,,0,,,,,,,,,,,,,,,,,
2212,Kepler-164,c,3,10.94572300,0.00002900,-0.00002900,0,0.097000,,,0,,,,,,,,,,,,,,,,,
2213,Kepler-164,d,3,28.98676900,0.00016200,-0.00016200,0,0.187000,,,0,,,,,,,,,,,,,,,,,
2214,Kepler-1640,b,1,7.58441260,0.00038660,-0.00038660,0,,,,,,,,,,,,,,,,,,1.27,0.21,-0.10,0
2215,Kepler-1641,b,2,19.67226600,0.00111000,-0.00111000,0,,,,,,,,,,,,,,,,,,1.12,0.16,-0.12,0
2216,Kepler-1641,c,2,32.65721200,0.00309900,-0.00309900,0,,,,,,,,,,,,,,,,,,1.12,0.16,-0.12,0
2217,Kepler-1642,b,2,12.20575130,0.00051010,-0.00051010,0,,,,,,,,,,,,,,,,,,0.88,0.06,-0.05,0
2218,Kepler-1642,c,2,6.65138020,0.00032270,-0.00032270,0,,,,,,,,,,,,,,,,,,0.88,0.06,-0.05,0
2219,Kepler-1643,b,1,5.34264507,0.00002177,-0.00002177,0,,,,,,,,,,,,,,,,,,0.92,0.04,-0.05,0
2220,Kepler-1644,b,1,21.09077580,0.00011140,-0.00011140,0,,,,,,,,,,,,,,,,,,0.89,0.05,-0.05,0
2221,Kepler-1645,b,1,16.17795610,0.00010690,-0.00010690,0,,,,,,,,,,,,,,,,,,1.02,0.06,-0.06,0
2222,Kepler-1646,b,1,4.48558383,0.00001050,-0.00001050,0,,,,,,,,,,,,,,,,,,0.24,0.06,-0.06,0
2223,Kepler-1647,b,1,1107.59230000,0.02270000,-0.02270000,0,2.720500,0.007000,-0.007000,0,0.058100,0.068900,-0.068900,0,90.097,0.004,-0.004,0,1.51968,0.64815,-0.64815,0,Mass,1.22,0.01,-0.01,0
2224,Kepler-1649,b,1,8.68909000,0.00002400,-0.00002400,0,0.051400,0.002800,-0.002800,0,0.000000,,,0,89.570,0.320,-0.320,0,,,,,,0.22,0.02,-0.02,0
2225,Kepler-165,b,2,8.18084800,0.00002600,-0.00002600,0,0.072000,,,0,,,,,,,,,,,,,,,,,
2226,Kepler-165,c,2,15.31299000,0.00005700,-0.00005700,0,0.110000,,,0,,,,,,,,,,,,,,,,,
2227,Kepler-1650,b,1,1.53818001,0.00000155,-0.00000154,0,,,,,0.010000,0.150000,-0.010000,0,,,,,,,,,,0.33,0.05,-0.04,0
2228,Kepler-1651,b,1,9.87863917,0.00001067,-0.00001010,0,,,,,0.130000,0.060000,-0.030000,0,,,,,,,,,,0.52,0.03,-0.03,0
2229,Kepler-1652,b,1,38.09722000,0.00021000,-0.00021000,0,0.165400,0.004200,-0.007500,0,,,,0,89.993,0.004,-0.143,0,,,,0,,0.40,0.04,-0.05,0
2230,Kepler-1653,b,1,140.25240000,0.00300000,-0.00300000,0,0.470600,0.009800,-0.004100,0,,,,0,89.788,0.010,-0.053,0,,,,0,,0.72,0.04,-0.03,0
2231,Kepler-1654,b,1,1047.83560000,0.00180000,-0.00190000,0,2.026000,0.037000,-0.035000,0,0.260000,0.210000,-0.110000,0,89.982,0.012,-0.017,0,0.50000,,,1,Mass,1.01,0.06,-0.05,0
2232,Kepler-1655,b,1,11.87287870,0.00000850,-0.00000850,0,0.103000,0.001000,-0.001000,0,,,,0,87.620,0.550,-0.550,0,0.01573,0.00975,-0.00881,0,Mass,1.03,0.04,-0.04,0
2233,Kepler-1656,b,1,31.57865900,,,0,0.197000,0.021000,-0.021000,0,0.836000,0.013000,-0.012000,0,89.310,0.470,-0.510,0,0.15291,0.01321,-0.01196,0,Mass,1.03,0.04,-0.04,0
2234,Kepler-1658,b,1,3.84937278,0.00000080,-0.00000080,0,0.054400,0.000700,-0.000700,0,0.062800,0.019700,-0.018500,0,76.520,0.580,-0.590,0,5.88000,0.47000,-0.46000,0,Mass,1.45,0.06,-0.06,0
2235,Kepler-166,b,3,7.65025400,0.00001200,-0.00001200,0,0.072000,,,0,,,,,,,,,,,,,,,,,
2236,Kepler-166,c,3,34.26028100,0.00012400,-0.00012400,0,0.195000,,,0,,,,,,,,,,,,,,,,,
2237,Kepler-166,d,3,1.55400393,0.00000144,-0.00000144,0,,,,,,,,,,,,,,,,,,,,,
2238,Kepler-167,b,4,4.39316320,0.00000460,-0.00000450,0,0.048300,0.001700,-0.002500,0,0.000000,,,0,89.330,0.470,-0.800,0,,,,,,0.77,0.02,-0.03,0
2239,Kepler-167,c,4,7.40611400,0.00001200,-0.00001100,0,0.068400,0.024000,-0.003500,0,0.000000,,,0,89.300,0.360,-0.430,0,,,,,,0.77,0.02,-0.03,0
2240,Kepler-167,d,4,21.80385500,0.00007800,-0.00011900,0,0.140500,0.005000,-0.007100,0,0.120000,,,1,89.352,0.090,-0.140,0,,,,,,0.77,0.02,-0.03,0
2241,Kepler-167,e,4,1071.23228000,0.00056000,-0.00056000,0,1.890000,0.058000,-0.067000,0,0.062000,0.104000,-0.043000,0,89.976,0.007,-0.005,0,,,,,,0.77,0.02,-0.03,0
2242,Kepler-168,b,2,4.42539100,0.00003300,-0.00003300,0,0.056000,,,0,,,,,,,,,,,,,,,,,
2243,Kepler-168,c,2,13.19324200,0.00004900,-0.00004900,0,0.116000,,,0,,,,,,,,,,,,,,,,,
2244,Kepler-169,b,5,3.25061900,0.00001300,-0.00001300,0,0.040000,,,0,,,,,,,,,,,,,,,,,
2245,Kepler-169,c,5,6.19546900,0.00002900,-0.00002900,0,0.062000,,,0,,,,,,,,,,,,,,,,,
2246,Kepler-169,d,5,8.34812500,0.00004100,-0.00004100,0,0.075000,,,0,,,,,,,,,,,,,,,,,
2247,Kepler-169,e,5,13.76710200,0.00003400,-0.00003400,0,0.105000,,,0,,,,,,,,,,,,,,,,,
2248,Kepler-169,f,5,87.09019500,0.00040600,-0.00040600,0,0.359000,,,0,,,,,,,,,,,,,,,,,
2249,Kepler-17,b,1,1.48571080,0.00000020,-0.00000020,0,0.025910,0.000370,-0.000360,0,0.011000,,,1,87.200,0.150,-0.150,0,2.45000,0.11000,-0.11000,0,Mass,1.16,0.06,-0.06,0
2250,Kepler-170,b,2,7.93059200,0.00001400,-0.00001400,0,0.080000,,,0,,,,,,,,,,,,,,,,,
2251,Kepler-170,c,2,16.66586300,0.00005300,-0.00005300,0,0.131000,,,0,,,,,,,,,,,,,,,,,
2252,Kepler-171,b,3,4.16697200,0.00000700,-0.00000700,0,0.050000,,,0,,,,,,,,,,,,,,,,,
2253,Kepler-171,c,3,11.46346200,0.00002600,-0.00002600,0,0.098000,,,0,,,,,,,,,,,,,,,,,
2254,Kepler-171,d,3,39.59551900,0.00069900,-0.00069900,0,0.223000,,,0,,,,,,,,,,,,,,,,,
2255,Kepler-172,b,4,2.94030900,0.00000700,-0.00000700,0,0.040000,,,0,,,,,,,,,,,,,,,,,
2256,Kepler-172,c,4,6.38899600,0.00002000,-0.00002000,0,0.068000,,,0,,,,,,,,,,,,,,,,,
2257,Kepler-172,d,4,14.62711900,0.00010500,-0.00010500,0,0.118000,,,0,,,,,,,,,,,,,,,,,
2258,Kepler-172,e,4,35.11873600,0.00025300,-0.00025300,0,0.211000,,,0,,,,,,,,,,,,,,,,,
2259,Kepler-173,b,2,4.26374200,0.00002100,-0.00002100,0,0.048000,,,0,,,,,,,,,,,,,,,,,
2260,Kepler-173,c,2,8.00577700,0.00001500,-0.00001500,0,0.074000,,,0,,,,,,,,,,,,,,,,,
2261,Kepler-174,b,3,13.98179000,0.00002400,-0.00002400,0,0.100000,,,0,,,,,,,,,,,,,,,,,
2262,Kepler-174,c,3,44.00052900,0.00026500,-0.00026500,0,0.214000,,,0,,,,,,,,,,,,,,,,,
2263,Kepler-174,d,3,247.35373000,0.00200100,-0.00200100,0,0.677000,,,0,,,,,,,,,,,,,,,,,
2264,Kepler-175,b,2,11.90351500,0.00004600,-0.00004600,0,0.105000,,,0,,,,,,,,,,,,,,,,,
2265,Kepler-175,c,2,34.03525700,0.00027900,-0.00027900,0,0.213000,,,0,,,,,,,,,,,,,,,,,
2266,Kepler-176,b,4,5.43307400,0.00002400,-0.00002400,0,0.058000,,,0,,,,,,,,,,,,,,,,,
2267,Kepler-176,c,4,12.75971200,0.00003300,-0.00003300,0,0.102000,,,0,,,,,,,,,,,,,,,,,
2268,Kepler-176,d,4,25.75197400,0.00011500,-0.00011500,0,0.163000,,,0,,,,,,,,,,,,,,,,,
2269,Kepler-176,e,4,51.16579000,0.00064320,-0.00064320,0,,,,,,,,,,,,,,,,,,,,,
2270,Kepler-177,b,2,36.85500000,,,0,,,,,,,,,,,,,0.00600,0.00200,-0.00100,0,Mass,,,,
2271,Kepler-177,c,2,49.41200000,,,0,,,,,,,,,,,,,0.02400,0.01100,-0.01000,0,Mass,,,,
2272,Kepler-178,b,3,9.57669400,0.00002100,-0.00002100,0,0.085000,,,0,,,,,,,,,,,,,,,,,
2273,Kepler-178,c,3,20.55280200,0.00006600,-0.00006600,0,0.142000,,,0,,,,,,,,,,,,,,,,,
2274,Kepler-178,d,3,96.67898800,0.00070200,-0.00070200,0,0.397000,,,0,,,,,,,,,,,,,,,,,
2275,Kepler-179,b,2,2.73592600,0.00000800,-0.00000800,0,0.036000,,,0,,,,,,,,,,,,,,,,,
2276,Kepler-179,c,2,6.40013000,0.00001700,-0.00001700,0,0.064000,,,0,,,,,,,,,,,,,,,,,
2277,Kepler-18,b,3,3.50472500,0.00002800,-0.00002800,0,0.044700,0.000600,-0.000600,0,0.000000,,,0,84.920,0.260,-0.260,0,0.02200,0.01100,-0.01100,0,Mass,0.97,0.04,-0.04,0
2278,Kepler-18,c,3,7.64159000,0.00003000,-0.00003000,0,0.075200,0.001100,-0.001100,0,0.000000,,,0,87.680,0.220,-0.220,0,0.05400,0.00600,-0.00600,0,Mass,0.97,0.04,-0.04,0
2279,Kepler-18,d,3,14.85888000,0.00004000,-0.00004000,0,0.117200,0.001700,-0.001700,0,0.000000,,,0,88.070,0.100,-0.100,0,0.05200,0.00400,-0.00400,0,Mass,0.97,0.04,-0.04,0
2280,Kepler-180,b,2,13.81712400,0.00015500,-0.00015500,0,0.109000,,,0,,,,,,,,,,,,,,,,,
2281,Kepler-180,c,2,41.88577500,0.00022800,-0.00022800,0,0.229000,,,0,,,,,,,,,,,,,,,,,
2282,Kepler-181,b,2,3.13787300,0.00001300,-0.00001300,0,0.040000,,,0,,,,,,,,,,,,,,,,,
2283,Kepler-181,c,2,4.30214900,0.00000800,-0.00000800,0,0.049000,,,0,,,,,,,,,,,,,,,,,
2284,Kepler-182,b,2,9.82579200,0.00006200,-0.00006200,0,0.096000,,,0,,,,,,,,,,,,,,,,,
2285,Kepler-182,c,2,20.68434200,0.00009700,-0.00009700,0,0.157000,,,0,,,,,,,,,,,,,,,,,
2286,Kepler-183,b,2,5.68794500,0.00002000,-0.00002000,0,0.064000,,,0,,,,,,,,,,,,,,,,,
2287,Kepler-183,c,2,11.63707100,0.00005500,-0.00005500,0,0.103000,,,0,,,,,,,,,,,,,,,,,
2288,Kepler-184,b,3,10.68757600,0.00002500,-0.00002500,0,0.092000,,,0,,,,,,,,,,,,,,,,,
2289,Kepler-184,c,3,20.30300500,0.00008700,-0.00008700,0,0.141000,,,0,,,,,,,,,,,,,,,,,
2290,Kepler-184,d,3,29.02235800,0.00017600,-0.00017600,0,0.179000,,,0,,,,,,,,,,,,,,,,,
2291,Kepler-185,b,2,1.63290000,0.00000500,-0.00000500,0,0.026000,,,0,,,,,,,,,,,,,,,,,
2292,Kepler-185,c,2,20.72904200,0.00009700,-0.00009700,0,0.139000,,,0,,,,,,,,,,,,,,,,,
2293,Kepler-186,b,5,3.88679070,0.00000620,-0.00000630,0,0.034300,0.004600,-0.004600,0,,,,,,,,,,,,,,0.54,0.02,-0.02,0
