# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,
# Fri Apr  6 10:16:57 2018,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum >= 2,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
1231,Kepler-11,e,6,31.9996,0.0008,-0.0012,0,0.025,0.005,-0.007,0,Mass,0.96,0.03,-0.03,0
1232,Kepler-11,f,6,46.6888,0.0027,-0.0032,0,0.006,0.003,-0.003,0,Mass,0.96,0.03,-0.03,0
1233,Kepler-11,g,6,118.3807,0.001,-0.0006,0,0.079,,,1,Mass,0.96,0.03,-0.03,0
1234,Kepler-110,b,2,12.691112,0.000036,-0.000036,0,,,,,,,,,
1235,Kepler-110,c,2,31.719775,0.000104,-0.000104,0,,,,,,,,,
1246,Kepler-111,b,2,3.341815,0.000006,-0.000006,0,,,,,,,,,
1247,Kepler-111,c,2,224.784608,0.000411,-0.000411,0,,,,,,,,,
1258,Kepler-112,b,2,8.408878,0.00001,-0.00001,0,,,,,,,,,
1259,Kepler-112,c,2,28.574263,0.00006,-0.00006,0,,,,,,,,,
1269,Kepler-1129,b,2,24.3397804,0.0001298,-0.0001298,0,,,,,,1,0.06,-0.06,0
1270,Kepler-1129,c,2,76.5369586,0.0007586,-0.0007586,0,,,,,,1,0.06,-0.06,0
1271,Kepler-113,b,2,4.754,,,0,0.037,0.013,-0.013,0,Mass,0.75,0.06,-0.06,0
1272,Kepler-113,c,2,8.92507,,,0,,,,,,0.75,0.06,-0.06,0
1283,Kepler-114,b,3,5.188549,0.000012,-0.000012,0,,,,,,0.56,0.06,-0.06,0
1284,Kepler-114,c,3,8.041,,,0,0.009,0.002,-0.002,0,Mass,0.56,0.06,-0.06,0
1285,Kepler-114,d,3,11.776,,,0,0.012,0.005,-0.005,0,Mass,0.56,0.06,-0.06,0
1289,Kepler-1143,b,2,2.88890485,0.00000694,-0.00000694,0,,,,,,0.81,0.05,-0.05,0
1290,Kepler-1143,c,2,210.630591,0.001456,-0.001456,0,,,,,,0.81,0.05,-0.05,0
1297,Kepler-115,b,2,2.403679,0.000012,-0.000012,0,,,,,,1,,,0
1298,Kepler-115,c,2,8.990889,0.000021,-0.000021,0,,,,,,1,,,0
1303,Kepler-1154,b,2,5.1856142,0.00002676,-0.00002676,0,,,,,,1.26,0.25,-0.16,0
1304,Kepler-1154,c,2,8.45808312,0.00004757,-0.00004757,0,,,,,,1.26,0.25,-0.16,0
1310,Kepler-116,b,2,5.968734,0.000009,-0.000009,0,,,,,,1.16,,,0
1311,Kepler-116,c,2,13.07163,0.000056,-0.000056,0,,,,,,1.16,,,0
1322,Kepler-117,b,2,18.7959228,0.0000075,-0.0000075,0,0.094,0.033,-0.033,0,Mass,1.13,0.13,-0.02,0
1323,Kepler-117,c,2,50.790391,0.000014,-0.000014,0,1.84,0.18,-0.18,0,Mass,1.13,0.13,-0.02,0
1334,Kepler-118,b,2,7.518496,0.000056,-0.000056,0,,,,,,0.86,,,0
1335,Kepler-118,c,2,20.17202,0.000013,-0.000013,0,,,,,,0.86,,,0
1346,Kepler-119,b,2,2.422082,0.000001,-0.000001,0,,,,,,,,,
1347,Kepler-119,c,2,4.125103,0.000028,-0.000028,0,,,,,,,,,
1359,Kepler-120,b,2,6.312501,0.000008,-0.000008,0,,,,,,,,,
1360,Kepler-120,c,2,12.794585,0.000044,-0.000044,0,,,,,,,,,
1371,Kepler-121,b,2,3.177422,0.000003,-0.000003,0,,,,,,,,,
1372,Kepler-121,c,2,41.008011,0.000191,-0.000191,0,,,,,,,,,
1383,Kepler-122,b,5,5.766193,0.000016,-0.000016,0,,,,,,0.99,,,0
1384,Kepler-122,c,5,12.465988,0.000009,-0.000009,0,,,,,,0.99,,,0
1385,Kepler-122,d,5,21.587475,0.000164,-0.000164,0,,,,,,0.99,,,0
1386,Kepler-122,e,5,37.993273,0.00039,-0.00039,0,,,,,,0.99,,,0
1387,Kepler-122,f,5,56.268,,,0,0.113,0.061,-0.051,0,Mass,0.99,,,0
1398,Kepler-123,b,2,17.232366,0.000056,-0.000056,0,,,,,,1.03,,,0
1399,Kepler-123,c,2,26.695074,0.000468,-0.000468,0,,,,,,1.03,,,0
1410,Kepler-124,b,3,3.410493,0.000021,-0.000021,0,,,,,,,,,
1411,Kepler-124,c,3,13.821375,0.000037,-0.000037,0,,,,,,,,,
1412,Kepler-124,d,3,30.950851,0.000361,-0.000361,0,,,,,,,,,
1418,Kepler-1245,b,2,4.35409304,0.00001933,-0.00001933,0,,,,,,0.86,0.04,-0.04,0
1419,Kepler-1245,c,2,2.93658468,0.0000084,-0.0000084,0,,,,,,0.86,0.04,-0.04,0
1424,Kepler-125,b,2,4.164389,0.000003,-0.000003,0,,,,,,0.55,,,0
1425,Kepler-125,c,2,5.774464,0.000047,-0.000047,0,,,,,,0.55,,,0
1430,Kepler-1254,b,3,9.99113313,0.0000561,-0.0000561,0,,,,,,0.78,0.04,-0.05,0
1431,Kepler-1254,c,3,3.60084276,0.000019,-0.000019,0,,,,,,0.78,0.04,-0.05,0
1432,Kepler-1254,d,3,5.72717226,0.00002908,-0.00002908,0,,,,,,0.78,0.04,-0.05,0
1438,Kepler-126,b,3,10.495711,0.000028,-0.000028,0,,,,,,,,,
1439,Kepler-126,c,3,21.869741,0.000082,-0.000082,0,,,,,,,,,
1440,Kepler-126,d,3,100.283134,0.000255,-0.000255,0,,,,,,,,,
1451,Kepler-127,b,3,14.435889,0.000063,-0.000063,0,,,,,,,,,
1452,Kepler-127,c,3,29.393195,0.000073,-0.000073,0,,,,,,,,,
1453,Kepler-127,d,3,48.630408,0.000128,-0.000128,0,,,,,,,,,
1464,Kepler-128,b,2,15.09,,,0,0.097,0.019,-0.019,0,Mass,1.18,0.07,-0.07,0
1465,Kepler-128,c,2,22.804,,,0,0.105,0.01,-0.01,0,Mass,1.18,0.07,-0.07,0
1476,Kepler-129,b,2,15.79186,0.000068,-0.000068,0,,,,,,1.18,,,0
1477,Kepler-129,c,2,82.20017,0.00068,-0.00068,0,,,,,,1.18,,,0
1488,Kepler-130,b,3,8.457458,0.000039,-0.000039,0,,,,,,1,0.09,-0.1,0
1489,Kepler-130,c,3,27.50868,0.00006,-0.00007,0,,,,,,1,0.09,-0.1,0
1490,Kepler-130,d,3,87.517905,0.000744,-0.000744,0,,,,,,1,0.09,-0.1,0
1501,Kepler-131,b,2,16.092,,,0,0.051,0.011,-0.011,0,Mass,1.02,0.06,-0.06,0
1502,Kepler-131,c,2,25.5169,,,0,0.026,0.019,-0.019,0,Mass,1.02,0.06,-0.06,0
1504,Kepler-1311,b,2,11.1726994,0.0001387,-0.0001387,0,,,,,,1.05,0.08,-0.06,0
1505,Kepler-1311,c,2,2.53573424,0.00001018,-0.00001018,0,,,,,,1.05,0.08,-0.06,0
1514,Kepler-132,b,4,6.178196,0.000022,-0.000022,0,,,,,,,,,
1515,Kepler-132,c,4,6.414914,0.000019,-0.000019,0,,,,,,,,,
1516,Kepler-132,d,4,18.010199,0.000067,-0.000067,0,,,,,,,,,
1517,Kepler-132,e,4,110.2869374,0.000878,-0.000878,0,,,,,,,,,
1519,Kepler-1321,b,2,11.12830484,0.00002043,-0.00002043,0,,,,,,0.54,0.07,-0.04,0
1520,Kepler-1321,c,2,2.22649109,0.00000524,-0.00000524,0,,,,,,0.54,0.07,-0.04,0
1529,Kepler-133,b,2,8.129976,0.000038,-0.000038,0,,,,,,,,,
1530,Kepler-133,c,2,31.517586,0.000158,-0.000158,0,,,,,,,,,
1537,Kepler-1336,b,2,23.198681,0.0002546,-0.0002546,0,,,,,,0.94,0.05,-0.04,0
1538,Kepler-1336,c,2,5.77721211,0.00002788,-0.00002788,0,,,,,,0.94,0.05,-0.04,0
1542,Kepler-134,b,2,5.317429,0.000008,-0.000008,0,,,,,,,,,
1543,Kepler-134,c,2,10.105785,0.000053,-0.000053,0,,,,,,,,,
1554,Kepler-135,b,2,6.00253,0.000016,-0.000016,0,,,,,,,,,
1555,Kepler-135,c,2,11.448708,0.000145,-0.000145,0,,,,,,,,,
1556,Kepler-1350,b,2,4.4968604,0.00001273,-0.00001273,0,,,,,,0.55,0.03,-0.05,0
1557,Kepler-1350,c,2,1.76678906,0.00000712,-0.00000712,0,,,,,,0.55,0.03,-0.05,0
1567,Kepler-136,b,2,11.5789,0.00003,-0.00003,0,,,,,,1.2,,,0
1568,Kepler-136,c,2,16.399235,0.000051,-0.000051,0,,,,,,1.2,,,0
1574,Kepler-1365,b,2,7.69993485,0.00004726,-0.00004726,0,,,,,,1,0.04,-0.04,0
1575,Kepler-1365,c,2,4.77468005,0.00004014,-0.00004014,0,,,,,,1,0.04,-0.04,0
1580,Kepler-137,b,2,8.436387,0.000018,-0.000018,0,,,,,,,,,
1581,Kepler-137,c,2,18.735753,0.000035,-0.000035,0,,,,,,,,,
1582,Kepler-1370,b,2,20.2641684,0.0001111,-0.0001111,0,,,,,,1.19,0.15,-0.09,0
1583,Kepler-1370,c,2,7.44142113,0.00005404,-0.00005404,0,,,,,,1.19,0.15,-0.09,0
1584,Kepler-1371,b,2,3.4462039,0.00002017,-0.00002017,0,,,,,,0.87,0.04,-0.05,0
1585,Kepler-1371,c,2,2.00541269,0.00001065,-0.00001065,0,,,,,,0.87,0.04,-0.05,0
1594,Kepler-138,b,3,10.3126,0.0004,-0.0006,0,0.00021,0.00019,-0.00012,0,Mass,0.52,0.06,-0.06,0
1595,Kepler-138,c,3,13.7813,0.0001,-0.0001,0,0.0062,0.00602,-0.00352,0,Mass,0.52,0.06,-0.06,0
1596,Kepler-138,d,3,23.0881,0.0009,-0.0008,0,0.00201,0.00212,-0.00122,0,Mass,0.52,0.06,-0.06,0
1605,Kepler-1388,b,4,12.2854603,0.00008795,-0.00008795,0,,,,,,0.63,0.02,-0.03,0
1606,Kepler-1388,c,4,5.53608151,0.0000288,-0.0000288,0,,,,,,0.63,0.02,-0.03,0
1607,Kepler-1388,d,4,20.9568158,0.0001713,-0.0001713,0,,,,,,0.63,0.02,-0.03,0
1608,Kepler-1388,e,4,37.6327084,0.0007269,-0.0007269,0,,,,,,0.63,0.02,-0.03,0
1610,Kepler-139,b,2,15.771044,0.000037,-0.000037,0,,,,,,1.08,,,0
1611,Kepler-139,c,2,157.072878,0.00172,-0.00172,0,,,,,,1.08,,,0
1620,Kepler-1398,b,2,2.78815679,0.00002021,-0.00002021,0,,,,,,1.13,0.12,-0.08,0
1621,Kepler-1398,c,2,4.13827595,0.00002616,-0.00002616,0,,,,,,1.13,0.12,-0.08,0
1624,Kepler-140,b,2,3.25427,0.000008,-0.000008,0,,,,,,,,,
1625,Kepler-140,c,2,91.353282,0.00137,-0.00137,0,,,,,,,,,
1636,Kepler-141,b,2,3.107675,0.000022,-0.000022,0,,,,,,1,,,0
1637,Kepler-141,c,2,7.010606,0.00002,-0.00002,0,,,,,,1,,,0
1648,Kepler-142,b,3,2.024152,0.000003,-0.000003,0,,,,,,0.99,,,0
1649,Kepler-142,c,3,4.761702,0.000005,-0.000005,0,,,,,,0.99,,,0
1650,Kepler-142,d,3,41.809118,0.000562,-0.000562,0,,,,,,0.99,,,0
1661,Kepler-143,b,2,16.007583,0.000093,-0.000093,0,,,,,,,,,
1662,Kepler-143,c,2,27.082511,0.000169,-0.000169,0,,,,,,,,,
1673,Kepler-144,b,2,5.885273,0.00002,-0.00002,0,,,,,,1.03,,,0
1674,Kepler-144,c,2,10.104665,0.000043,-0.000043,0,,,,,,1.03,,,0
1685,Kepler-145,b,2,22.951,,,0,0.117,0.036,-0.036,0,Mass,1.32,0.1,-0.1,0
1686,Kepler-145,c,2,42.882,,,0,0.25,0.052,-0.052,0,Mass,1.32,0.1,-0.1,0
1697,Kepler-146,b,2,31.158799,0.000079,-0.000079,0,,,,,,,,,
1698,Kepler-146,c,2,76.732171,0.000609,-0.000609,0,,,,,,,,,
1703,Kepler-1464,b,2,31.7785901,0.0002734,-0.0002734,0,,,,,,1.02,0.06,-0.06,0
1704,Kepler-1464,c,2,5.32786292,0.00005389,-0.00005389,0,,,,,,1.02,0.06,-0.06,0
1708,Kepler-1468,b,2,8.23984869,0.00003988,-0.00003988,0,,,,,,1.04,0.08,-0.07,0
1709,Kepler-1468,c,2,3.54553021,0.00002273,-0.00002273,0,,,,,,1.04,0.08,-0.07,0
1711,Kepler-147,b,2,12.610584,0.000228,-0.000228,0,,,,,,1.01,,,0
1712,Kepler-147,c,2,33.416423,0.000416,-0.000416,0,,,,,,1.01,,,0
1723,Kepler-148,b,3,1.729366,0.000004,-0.000004,0,,,,,,,,,
1724,Kepler-148,c,3,4.180043,0.000004,-0.000004,0,,,,,,,,,
1725,Kepler-148,d,3,51.84688575,0.0000257,-0.0000257,0,,,,,,,,,
1736,Kepler-149,b,3,29.198943,0.000041,-0.000041,0,,,,,,,,,
1737,Kepler-149,c,3,55.328328,0.001946,-0.001946,0,,,,,,,,,
1738,Kepler-149,d,3,160.018032,0.001096,-0.001096,0,,,,,,,,,
1750,Kepler-150,b,5,3.428054,0.000026,-0.000026,0,,,,,,,,,
1751,Kepler-150,c,5,7.381998,0.00001,-0.00001,0,,,,,,,,,
1752,Kepler-150,d,5,12.56093,0.000036,-0.000036,0,,,,,,,,,
1753,Kepler-150,e,5,30.826557,0.000199,-0.000199,0,,,,,,,,,
1754,Kepler-150,f,5,637.2093,0.0169,-0.0154,0,,,,,,,,,
1765,Kepler-151,b,2,15.228958,0.00003,-0.00003,0,,,,,,0.83,,,0
1766,Kepler-151,c,2,24.674612,0.000106,-0.000106,0,,,,,,0.83,,,0
1777,Kepler-152,b,2,18.207973,0.000023,-0.000023,0,,,,,,,,,
1778,Kepler-152,c,2,88.255055,0.000309,-0.000309,0,,,,,,,,,
1789,Kepler-153,b,2,18.870227,0.000039,-0.000039,0,,,,,,,,,
1790,Kepler-153,c,2,46.90232,0.000215,-0.000215,0,,,,,,,,,
1791,Kepler-1530,b,2,2.5904434,0.0001715,-0.0001715,0,,,,,,0.92,0.04,-0.04,0
1792,Kepler-1530,c,2,5.3227406,0.0006331,-0.0006331,0,,,,,,0.92,0.04,-0.04,0
1802,Kepler-154,b,5,33.040532,0.000215,-0.000215,0,,,,,,0.89,,,0
1803,Kepler-154,c,5,62.303276,0.000406,-0.000406,0,,,,,,0.89,,,0
1804,Kepler-154,d,5,20.54981883,0.00002572,-0.00002572,0,,,,,,0.89,,,0
1805,Kepler-154,e,5,3.93276465,0.00001225,-0.00001225,0,,,,,,0.89,,,0
1806,Kepler-154,f,5,9.91935684,0.00007788,-0.00007788,0,,,,,,0.89,,,0
1809,Kepler-1542,b,4,3.95116882,0.00001633,-0.00001633,0,,,,,,0.94,0.03,-0.03,0
1810,Kepler-1542,c,4,2.89223021,0.00001472,-0.00001472,0,,,,,,0.94,0.03,-0.03,0
1811,Kepler-1542,d,4,5.99273738,0.0000226,-0.0000226,0,,,,,,0.94,0.03,-0.03,0
1812,Kepler-1542,e,4,5.10115756,0.00002409,-0.00002409,0,,,,,,0.94,0.03,-0.03,0
1820,Kepler-155,b,2,5.931194,0.000008,-0.000008,0,,,,,,0.58,,,0
1821,Kepler-155,c,2,52.661793,0.000236,-0.000236,0,,,,,,0.58,,,0
1832,Kepler-156,b,2,4.973456,0.000008,-0.000008,0,,,,,,,,,
1833,Kepler-156,c,2,15.906801,0.000045,-0.000045,0,,,,,,,,,
1844,Kepler-157,b,3,1.732342,0.000006,-0.000006,0,,,,,,,,,
1845,Kepler-157,c,3,13.5405,0.000049,-0.000049,0,,,,,,,,,
1846,Kepler-157,d,3,7.02573474,0.00002388,-0.00002388,0,,,,,,,,,
1857,Kepler-158,b,2,16.709184,0.000064,-0.000064,0,,,,,,,,,
1858,Kepler-158,c,2,28.551383,0.00014,-0.00014,0,,,,,,,,,
1869,Kepler-159,b,2,10.139623,0.000022,-0.000022,0,,,,,,,,,
1870,Kepler-159,c,2,43.595792,0.000125,-0.000125,0,,,,,,,,,
1882,Kepler-160,b,2,4.309427,0.000017,-0.000017,0,,,,,,,,,
1883,Kepler-160,c,2,13.699087,0.000031,-0.000031,0,,,,,,,,,
1894,Kepler-161,b,2,4.921355,0.000006,-0.000006,0,,,,,,0.77,,,0
1895,Kepler-161,c,2,7.06424,0.000011,-0.000011,0,,,,,,0.77,,,0
1906,Kepler-162,b,2,6.919798,0.000052,-0.000052,0,,,,,,,,,
1907,Kepler-162,c,2,19.446355,0.000045,-0.000045,0,,,,,,,,,
1918,Kepler-163,b,2,7.810937,0.000107,-0.000107,0,,,,,,0.96,,,0
1919,Kepler-163,c,2,21.347262,0.000081,-0.000081,0,,,,,,0.96,,,0
1930,Kepler-164,b,3,5.03503,0.000027,-0.000027,0,,,,,,1.11,,,0
1931,Kepler-164,c,3,10.945723,0.000029,-0.000029,0,,,,,,1.11,,,0
1932,Kepler-164,d,3,28.986769,0.000162,-0.000162,0,,,,,,1.11,,,0
1934,Kepler-1641,b,2,19.672266,0.00111,-0.00111,0,,,,,,1.12,0.16,-0.12,0
1935,Kepler-1641,c,2,32.657212,0.003099,-0.003099,0,,,,,,1.12,0.16,-0.12,0
1936,Kepler-1642,b,2,12.2057513,0.0005101,-0.0005101,0,,,,,,0.88,0.06,-0.05,0
1937,Kepler-1642,c,2,6.6513802,0.0003227,-0.0003227,0,,,,,,0.88,0.06,-0.05,0
1944,Kepler-165,b,2,8.180848,0.000026,-0.000026,0,,,,,,,,,
1945,Kepler-165,c,2,15.31299,0.000057,-0.000057,0,,,,,,,,,
1951,Kepler-166,b,3,7.650254,0.000012,-0.000012,0,,,,,,,,,
1952,Kepler-166,c,3,34.260281,0.000124,-0.000124,0,,,,,,,,,
1953,Kepler-166,d,3,1.55400393,0.00000144,-0.00000144,0,,,,,,,,,
1954,Kepler-167,b,4,4.3931632,0.0000046,-0.0000045,0,,,,,,0.77,0.02,-0.03,0
1955,Kepler-167,c,4,7.406114,0.000012,-0.000011,0,,,,,,0.77,0.02,-0.03,0
1956,Kepler-167,d,4,21.803855,0.000078,-0.000119,0,,,,,,0.77,0.02,-0.03,0
1957,Kepler-167,e,4,1071.23228,0.00056,-0.00056,0,,,,,,0.77,0.02,-0.03,0
1958,Kepler-168,b,2,4.425391,0.000033,-0.000033,0,,,,,,,,,
1959,Kepler-168,c,2,13.193242,0.000049,-0.000049,0,,,,,,,,,
1960,Kepler-169,b,5,3.250619,0.000013,-0.000013,0,,,,,,0.86,,,0
1961,Kepler-169,c,5,6.195469,0.000029,-0.000029,0,,,,,,0.86,,,0
1962,Kepler-169,d,5,8.348125,0.000041,-0.000041,0,,,,,,0.86,,,0
1963,Kepler-169,e,5,13.767102,0.000034,-0.000034,0,,,,,,0.86,,,0
1964,Kepler-169,f,5,87.090195,0.000406,-0.000406,0,,,,,,0.86,,,0
1966,Kepler-170,b,2,7.930592,0.000014,-0.000014,0,,,,,,,,,
1967,Kepler-170,c,2,16.665863,0.000053,-0.000053,0,,,,,,,,,
1968,Kepler-171,b,3,4.166972,0.000007,-0.000007,0,,,,,,,,,
1969,Kepler-171,c,3,11.463462,0.000026,-0.000026,0,,,,,,,,,
1970,Kepler-171,d,3,39.595519,0.000699,-0.000699,0,,,,,,,,,
1971,Kepler-172,b,4,2.940309,0.000007,-0.000007,0,,,,,,0.86,,,0
1972,Kepler-172,c,4,6.388996,0.00002,-0.00002,0,,,,,,0.86,,,0
1973,Kepler-172,d,4,14.627119,0.000105,-0.000105,0,,,,,,0.86,,,0
1974,Kepler-172,e,4,35.118736,0.000253,-0.000253,0,,,,,,0.86,,,0
1975,Kepler-173,b,2,4.263742,0.000021,-0.000021,0,,,,,,0.78,,,0
1976,Kepler-173,c,2,8.005777,0.000015,-0.000015,0,,,,,,0.78,,,0
1977,Kepler-174,b,3,13.98179,0.000024,-0.000024,0,,,,,,,,,
1978,Kepler-174,c,3,44.000529,0.000265,-0.000265,0,,,,,,,,,
1979,Kepler-174,d,3,247.35373,0.002001,-0.002001,0,,,,,,,,,
1980,Kepler-175,b,2,11.903515,0.000046,-0.000046,0,,,,,,1.04,,,0
1981,Kepler-175,c,2,34.035257,0.000279,-0.000279,0,,,,,,1.04,,,0
1982,Kepler-176,b,4,5.433074,0.000024,-0.000024,0,,,,,,,,,
1983,Kepler-176,c,4,12.759712,0.000033,-0.000033,0,,,,,,,,,
1984,Kepler-176,d,4,25.751974,0.000115,-0.000115,0,,,,,,,,,
1985,Kepler-176,e,4,51.16579,0.0006432,-0.0006432,0,,,,,,,,,
1986,Kepler-177,b,2,36.855,,,0,0.006,0.002,-0.001,0,Mass,1.07,0.25,-0.12,0
1987,Kepler-177,c,2,49.412,,,0,0.024,0.011,-0.01,0,Mass,1.07,0.25,-0.12,0
1988,Kepler-178,b,3,9.576694,0.000021,-0.000021,0,,,,,,,,,
1989,Kepler-178,c,3,20.552802,0.000066,-0.000066,0,,,,,,,,,
1990,Kepler-178,d,3,96.678988,0.000702,-0.000702,0,,,,,,,,,
1991,Kepler-179,b,2,2.735926,0.000008,-0.000008,0,,,,,,,,,
1992,Kepler-179,c,2,6.40013,0.000017,-0.000017,0,,,,,,,,,
1993,Kepler-18,b,3,3.504725,0.000028,-0.000028,0,0.022,0.011,-0.011,0,Mass,0.97,0.04,-0.04,0
1994,Kepler-18,c,3,7.64159,0.00003,-0.00003,0,0.054,0.006,-0.006,0,Mass,0.97,0.04,-0.04,0
1995,Kepler-18,d,3,14.85888,0.00004,-0.00004,0,0.052,0.004,-0.004,0,Mass,0.97,0.04,-0.04,0
1996,Kepler-180,b,2,13.817124,0.000155,-0.000155,0,,,,,,0.84,,,0
1997,Kepler-180,c,2,41.885775,0.000228,-0.000228,0,,,,,,0.84,,,0
1998,Kepler-181,b,2,3.137873,0.000013,-0.000013,0,,,,,,,,,
1999,Kepler-181,c,2,4.302149,0.000008,-0.000008,0,,,,,,,,,
2000,Kepler-182,b,2,9.825792,0.000062,-0.000062,0,,,,,,1.14,,,0
2001,Kepler-182,c,2,20.684342,0.000097,-0.000097,0,,,,,,1.14,,,0
2002,Kepler-183,b,2,5.687945,0.00002,-0.00002,0,,,,,,,,,
2003,Kepler-183,c,2,11.637071,0.000055,-0.000055,0,,,,,,,,,
2004,Kepler-184,b,3,10.687576,0.000025,-0.000025,0,,,,,,,,,
2005,Kepler-184,c,3,20.303005,0.000087,-0.000087,0,,,,,,,,,
2006,Kepler-184,d,3,29.022358,0.000176,-0.000176,0,,,,,,,,,
2007,Kepler-185,b,2,1.6329,0.000005,-0.000005,0,,,,,,0.79,,,0
2008,Kepler-185,c,2,20.729042,0.000097,-0.000097,0,,,,,,0.79,,,0
2009,Kepler-186,b,5,3.8867907,0.0000062,-0.0000063,0,,,,,,0.54,0.02,-0.02,0
2010,Kepler-186,c,5,7.267302,0.000012,-0.000011,0,,,,,,0.54,0.02,-0.02,0
2011,Kepler-186,d,5,13.342996,0.000025,-0.000024,0,,,,,,0.54,0.02,-0.02,0
2012,Kepler-186,e,5,22.407704,0.000074,-0.000072,0,,,,,,0.54,0.02,-0.02,0
2013,Kepler-186,f,5,129.9441,0.0013,-0.0012,0,,,,,,0.54,0.02,-0.02,0
2014,Kepler-187,b,2,4.938864,0.000058,-0.000058,0,,,,,,0.85,,,0
2015,Kepler-187,c,2,10.640263,0.000048,-0.000048,0,,,,,,0.85,,,0
2016,Kepler-188,b,2,2.061897,0.00001,-0.00001,0,,,,,,,,,
2017,Kepler-188,c,2,5.996553,0.000015,-0.000015,0,,,,,,,,,
2018,Kepler-189,b,2,10.399931,0.000085,-0.000085,0,,,,,,0.79,,,0
2019,Kepler-189,c,2,20.134866,0.000057,-0.000057,0,,,,,,0.79,,,0
2020,Kepler-19,b,3,9.28716,0.00004,-0.00006,0,0.02643,0.00503,-0.00472,0,Mass,0.94,0.04,-0.04,0
2021,Kepler-19,c,3,28.731,0.012,-0.005,0,0.04122,0.0085,-0.0085,0,Mass,0.94,0.04,-0.04,0
2022,Kepler-19,d,3,62.95,0.04,-0.3,0,0.07079,0.00378,-0.01762,0,Mass,0.94,0.04,-0.04,0
2023,Kepler-190,b,2,2.019999,0.000003,-0.000003,0,,,,,,0.84,,,0
2024,Kepler-190,c,2,3.763024,0.000009,-0.000009,0,,,,,,0.84,,,0
2025,Kepler-191,b,3,9.939632,0.000066,-0.000066,0,,,,,,0.85,,,0
2026,Kepler-191,c,3,17.738506,0.000082,-0.000082,0,,,,,,0.85,,,0
2027,Kepler-191,d,3,5.94504102,0.00000763,-0.00000763,0,,,,,,0.85,,,0
2028,Kepler-192,b,3,9.926746,0.000018,-0.000018,0,,,,,,,,,
2029,Kepler-192,c,3,21.2234,0.000076,-0.000076,0,,,,,,,,,
2030,Kepler-192,d,3,6.47027579,0.0000432,-0.0000432,0,,,,,,,,,
2031,Kepler-193,b,2,11.38848,0.000054,-0.000054,0,,,,,,,,,
2032,Kepler-193,c,2,50.697494,0.000446,-0.000446,0,,,,,,,,,
2033,Kepler-194,b,3,2.092281,0.000008,-0.000008,0,,,,,,,,,
2034,Kepler-194,c,3,17.308032,0.000079,-0.000079,0,,,,,,,,,
2035,Kepler-194,d,3,52.814973,0.000481,-0.000481,0,,,,,,,,,
2036,Kepler-195,b,2,8.307872,0.00002,-0.00002,0,,,,,,,,,
2037,Kepler-195,c,2,34.096863,0.000371,-0.000371,0,,,,,,,,,
2038,Kepler-196,b,2,20.739886,0.000066,-0.000066,0,,,,,,,,,
2039,Kepler-196,c,2,47.427737,0.000223,-0.000223,0,,,,,,,,,
2040,Kepler-197,b,4,5.599308,0.000023,-0.000023,0,,,,,,,,,
2041,Kepler-197,c,4,10.349695,0.000045,-0.000045,0,,,,,,,,,
2042,Kepler-197,d,4,15.677563,0.000096,-0.000096,0,,,,,,,,,
2043,Kepler-197,e,4,25.209715,0.000387,-0.000387,0,,,,,,,,,
